service_date,route_or_line,gated_entries
2023-03-16,Blue Line,35252.5
2023-03-16,Green Line,57795.73658
2023-03-16,Mattapan Line,3416.83196
2023-03-16,Orange Line,79887.52
2023-03-16,Red Line,91707.51
2023-03-16,Silver Line,6288.4
2023-03-17,Blue Line,35209.3
2023-03-17,Green Line,58437.683251
2023-03-17,Mattapan Line,3055.103961
2023-03-17,Orange Line,74686.33
2023-03-17,Red Line,82453.82
2023-03-17,Silver Line,4899.2
2023-03-18,Blue Line,27508.8
2023-03-18,Green Line,54523.279914
2023-03-18,Mattapan Line,1595.519963
2023-03-18,Orange Line,52108.01
2023-03-18,Red Line,54702.81
2023-03-18,Silver Line,2962.1
2023-03-19,Blue Line,20387.8
2023-03-19,Green Line,35701.943261
2023-03-19,Mattapan Line,1140.479963
2023-03-19,Orange Line,38047.22
2023-03-19,Red Line,56824.37
2023-03-19,Silver Line,3357.5
2023-03-20,Blue Line,32987.5
2023-03-20,Green Line,46219.633252
2023-03-20,Mattapan Line,3290.111961
2023-03-20,Orange Line,70956.07
2023-03-20,Red Line,81209.73
2023-03-20,Silver Line,4989.9
2023-03-21,Blue Line,36251.6
2023-03-21,Green Line,53422.323264
2023-03-21,Mattapan Line,3527.423961
2023-03-21,Orange Line,81391.78
2023-03-21,Red Line,92691.43
2023-03-21,Silver Line,5967.7
2023-03-22,Blue Line,35324.5
2023-03-22,Green Line,52303.113249
2023-03-22,Mattapan Line,3507.8399640000002
2023-03-22,Orange Line,78110.99
2023-03-22,Red Line,93361.63
2023-03-22,Silver Line,6219.1
2023-03-23,Blue Line,35730.8
2023-03-23,Green Line,55482.016581
2023-03-23,Mattapan Line,3502.07996
2023-03-23,Orange Line,79442.02
2023-03-23,Red Line,93101.73
2023-03-23,Silver Line,7181.6
2023-03-24,Blue Line,34896.8
2023-03-24,Green Line,56116.379922
2023-03-24,Mattapan Line,3144.959961
2023-03-24,Orange Line,75257.57
2023-03-24,Red Line,85917.85
2023-03-24,Silver Line,6496.9
2023-03-25,Blue Line,24196.5
2023-03-25,Green Line,45767.58991
2023-03-25,Mattapan Line,1351.295962
2023-03-25,Orange Line,47364.16
2023-03-25,Red Line,20573.35
2023-03-25,Silver Line,3463.4
2023-03-26,Blue Line,21439.1
2023-03-26,Green Line,39810.443264
2023-03-26,Mattapan Line,904.319966
2023-03-26,Orange Line,38282.59
2023-03-26,Red Line,13514.2
2023-03-26,Silver Line,2007.0
2023-03-27,Blue Line,32557.0
2023-03-27,Green Line,45284.566595
2023-03-27,Mattapan Line,3217.535961
2023-03-27,Orange Line,69569.74
2023-03-27,Red Line,80894.76
2023-03-27,Silver Line,5060.1
2023-03-28,Blue Line,34140.8
2023-03-28,Green Line,51839.343255
2023-03-28,Mattapan Line,3438.71996
2023-03-28,Orange Line,78174.57
2023-03-28,Red Line,92423.92
2023-03-28,Silver Line,6107.7
2023-03-29,Blue Line,35682.7
2023-03-29,Green Line,52657.853274
2023-03-29,Mattapan Line,3639.167962
2023-03-29,Orange Line,76673.52
2023-03-29,Red Line,92593.16
2023-03-29,Silver Line,6051.6
2023-03-30,Blue Line,34364.6
2023-03-30,Green Line,61134.049918
2023-03-30,Mattapan Line,3450.239962
2023-03-30,Orange Line,78089.65
2023-03-30,Red Line,97662.9
2023-03-30,Silver Line,6136.3
2023-03-31,Blue Line,33496.4
2023-03-31,Green Line,55134.41325
2023-03-31,Mattapan Line,3154.175959
2023-03-31,Orange Line,69656.84
2023-03-31,Red Line,84610.68
2023-03-31,Silver Line,4972.5
2023-04-01,Blue Line,24010.1
2023-04-01,Green Line,47152.333248
2023-04-01,Mattapan Line,1555.199959
2023-04-01,Orange Line,27312.04
2023-04-01,Red Line,42309.96
2023-04-01,Silver Line,2602.9
2023-04-02,Blue Line,21001.7
2023-04-02,Green Line,38501.9266
2023-04-02,Mattapan Line,1021.823963
2023-04-02,Orange Line,22146.58
2023-04-02,Red Line,36388.46
2023-04-02,Silver Line,2611.0
2023-04-03,Blue Line,33505.4
2023-04-03,Green Line,53113.093256
2023-04-03,Mattapan Line,3392.6399579999998
2023-04-03,Orange Line,71330.8
2023-04-03,Red Line,87487.84
2023-04-03,Silver Line,5507.7
2023-04-04,Blue Line,35355.5
2023-04-04,Green Line,59293.443252
2023-04-04,Mattapan Line,3678.33596
2023-04-04,Orange Line,79220.74
2023-04-04,Red Line,98561.95
2023-04-04,Silver Line,6479.2
2023-04-05,Blue Line,35835.8
2023-04-05,Green Line,59399.966584
2023-04-05,Mattapan Line,3502.079959
2023-04-05,Orange Line,82272.31
2023-04-05,Red Line,97565.29
2023-04-05,Silver Line,6472.8
2023-04-06,Blue Line,36405.1
2023-04-06,Green Line,59361.523248
2023-04-06,Mattapan Line,3366.143962
2023-04-06,Orange Line,81905.99
2023-04-06,Red Line,99662.62
2023-04-06,Silver Line,6179.6
2023-04-07,Blue Line,33949.7
2023-04-07,Green Line,61265.433248
2023-04-07,Mattapan Line,2391.551962
2023-04-07,Orange Line,71399.93
2023-04-07,Red Line,85486.97
2023-04-07,Silver Line,4947.8
2023-04-08,Blue Line,27206.2
2023-04-08,Green Line,47038.919928
2023-04-08,Mattapan Line,1669.24796
2023-04-08,Orange Line,29997.51
2023-04-08,Red Line,57374.37
2023-04-08,Silver Line,2939.0
2023-04-09,Blue Line,19636.8
2023-04-09,Green Line,33592.6366
2023-04-09,Mattapan Line,1018.367963
2023-04-09,Orange Line,30652.49
2023-04-09,Red Line,37553.34
2023-04-09,Silver Line,2443.4
2023-04-10,Blue Line,31841.5
2023-04-10,Green Line,48095.976585
2023-04-10,Mattapan Line,3141.503961
2023-04-10,Orange Line,68173.1
2023-04-10,Red Line,83143.89
2023-04-10,Silver Line,4948.7
2023-04-11,Blue Line,33394.2
2023-04-11,Green Line,55506.43325
2023-04-11,Mattapan Line,3485.951963
2023-04-11,Orange Line,80158.07
2023-04-11,Red Line,97029.53
2023-04-11,Silver Line,5960.1
2023-04-12,Blue Line,33130.1
2023-04-12,Green Line,54381.433248
2023-04-12,Mattapan Line,3399.551965
2023-04-12,Orange Line,76850.87
2023-04-12,Red Line,95736.63
2023-04-12,Silver Line,5839.8
2023-04-13,Blue Line,25272.0
2023-04-13,Green Line,59351.869915
2023-04-13,Mattapan Line,3529.727959
2023-04-13,Orange Line,78321.66
2023-04-13,Red Line,98658.17
2023-04-13,Silver Line,5976.3
2023-04-14,Blue Line,37901.5
2023-04-14,Green Line,69961.113249
2023-04-14,Mattapan Line,3249.791961
2023-04-14,Orange Line,73562.57
2023-04-14,Red Line,91756.05
2023-04-14,Silver Line,5150.1
2023-04-15,Blue Line,30248.2
2023-04-15,Green Line,71458.539931
2023-04-15,Mattapan Line,1678.463961
2023-04-15,Orange Line,55887.22
2023-04-15,Red Line,63437.94
2023-04-15,Silver Line,3301.6
2023-04-16,Blue Line,23465.6
2023-04-16,Green Line,53956.24328
2023-04-16,Mattapan Line,1155.455957
2023-04-16,Orange Line,38912.61
2023-04-16,Red Line,46683.28
2023-04-16,Silver Line,3124.6
2023-04-17,Blue Line,31668.3
2023-04-17,Green Line,62926.366612
2023-04-17,Mattapan Line,2153.087962
2023-04-17,Orange Line,71345.46
2023-04-17,Red Line,73259.54
2023-04-17,Silver Line,4835.5
2023-04-18,Blue Line,36831.2
2023-04-18,Green Line,62520.526586
2023-04-18,Mattapan Line,3101.183965
2023-04-18,Orange Line,80594.45
2023-04-18,Red Line,96541.79
2023-04-18,Silver Line,6534.7
2023-04-19,Blue Line,35944.6
2023-04-19,Green Line,61486.113259
2023-04-19,Mattapan Line,3033.21596
2023-04-19,Orange Line,77833.92
2023-04-19,Red Line,93195.0
2023-04-19,Silver Line,6267.2
2023-04-20,Blue Line,36672.9
2023-04-20,Green Line,62173.036585
2023-04-20,Mattapan Line,2907.647959
2023-04-20,Orange Line,73596.71
2023-04-20,Red Line,92789.22
2023-04-20,Silver Line,5659.3
2023-04-21,Blue Line,33778.0
2023-04-21,Green Line,55833.539913
2023-04-21,Mattapan Line,2580.479961
2023-04-21,Orange Line,66167.93
2023-04-21,Red Line,82640.63
2023-04-21,Silver Line,4900.4
2023-04-22,Blue Line,25782.7
2023-04-22,Green Line,46965.869918
2023-04-22,Mattapan Line,1355.903963
2023-04-22,Orange Line,43418.89
2023-04-22,Red Line,28604.34
2023-04-22,Silver Line,1387.2
2023-04-23,Blue Line,17621.4
2023-04-23,Green Line,26702.039929
2023-04-23,Mattapan Line,781.055963
2023-04-23,Orange Line,25883.81
2023-04-23,Red Line,16949.25
2023-04-23,Silver Line,1034.0
2023-04-24,Blue Line,30997.0
2023-04-24,Green Line,44418.606584
2023-04-24,Mattapan Line,3045.887965
2023-04-24,Orange Line,66209.76
2023-04-24,Red Line,81629.7
2023-04-24,Silver Line,5273.1
2023-04-25,Blue Line,33128.2
2023-04-25,Green Line,53770.573259
2023-04-25,Mattapan Line,3265.919962
2023-04-25,Orange Line,78929.66
2023-04-25,Red Line,94030.7
2023-04-25,Silver Line,6329.7
2023-04-26,Blue Line,33006.8
2023-04-26,Green Line,53933.00992
2023-04-26,Mattapan Line,3367.29596
2023-04-26,Orange Line,78833.16
2023-04-26,Red Line,95526.53
2023-04-26,Silver Line,6551.5
2023-04-27,Blue Line,32998.1
2023-04-27,Green Line,54328.233254
2023-04-27,Mattapan Line,3286.6559620000003
2023-04-27,Orange Line,74522.86
2023-04-27,Red Line,93910.44
2023-04-27,Silver Line,6455.2
2023-04-28,Blue Line,34717.9
2023-04-28,Green Line,60211.823244
2023-04-28,Mattapan Line,3037.823964
2023-04-28,Orange Line,71528.2
2023-04-28,Red Line,86295.51
2023-04-28,Silver Line,4979.9
2023-04-29,Blue Line,25600.3
2023-04-29,Green Line,49067.226578
2023-04-29,Mattapan Line,1337.471963
2023-04-29,Orange Line,47812.98
2023-04-29,Red Line,29284.56
2023-04-29,Silver Line,1260.6
2023-04-30,Blue Line,17876.1
2023-04-30,Green Line,32603.063268
2023-04-30,Mattapan Line,828.287957
2023-04-30,Orange Line,32584.11
2023-04-30,Red Line,18491.56
2023-04-30,Silver Line,1040.0
2023-05-01,Blue Line,30745.7
2023-05-01,Green Line,49982.119932
2023-05-01,Mattapan Line,3117.311961
2023-05-01,Orange Line,70548.93
2023-05-01,Red Line,81288.35
2023-05-01,Silver Line,4750.9
2023-05-02,Blue Line,32065.4
2023-05-02,Green Line,55383.916583
2023-05-02,Mattapan Line,3347.71196
2023-05-02,Orange Line,74285.62
2023-05-02,Red Line,93648.53
2023-05-02,Silver Line,6609.2
2023-05-03,Blue Line,33318.2
2023-05-03,Green Line,58812.073247
2023-05-03,Mattapan Line,3415.679962
2023-05-03,Orange Line,79582.67
2023-05-03,Red Line,94476.29
2023-05-03,Silver Line,6165.6
2023-05-04,Blue Line,32692.0
2023-05-04,Green Line,60306.619919
2023-05-04,Mattapan Line,3400.703961
2023-05-04,Orange Line,76270.02
2023-05-04,Red Line,94836.86
2023-05-04,Silver Line,6341.5
2023-05-05,Blue Line,34279.9
2023-05-05,Green Line,53974.469912
2023-05-05,Mattapan Line,3161.087962
2023-05-05,Orange Line,69291.98
2023-05-05,Red Line,85336.45
2023-05-05,Silver Line,4737.2
2023-05-06,Blue Line,30319.8
2023-05-06,Green Line,47831.829915
2023-05-06,Mattapan Line,1434.239961
2023-05-06,Orange Line,52277.49
2023-05-06,Red Line,39662.58
2023-05-06,Silver Line,69.3
2023-05-07,Blue Line,24569.3
2023-05-07,Green Line,35426.069935
2023-05-07,Mattapan Line,913.535961
2023-05-07,Orange Line,38270.59
2023-05-07,Red Line,33765.54
2023-05-07,Silver Line,55.0
2023-05-08,Blue Line,34439.0
2023-05-08,Green Line,44371.506584
2023-05-08,Mattapan Line,3161.08796
2023-05-08,Orange Line,68504.2
2023-05-08,Red Line,80534.86
2023-05-08,Silver Line,5126.6
2023-05-09,Blue Line,37093.2
2023-05-09,Green Line,53859.12658
2023-05-09,Mattapan Line,3411.071961
2023-05-09,Orange Line,80603.12
2023-05-09,Red Line,94504.92
2023-05-09,Silver Line,6364.3
2023-05-10,Blue Line,37132.8
2023-05-10,Green Line,55572.679911
2023-05-10,Mattapan Line,3434.111964
2023-05-10,Orange Line,77556.19
2023-05-10,Red Line,95181.33
2023-05-10,Silver Line,6358.0
2023-05-11,Blue Line,36666.3
2023-05-11,Green Line,54975.499909
2023-05-11,Mattapan Line,3086.207964
2023-05-11,Orange Line,75877.2
2023-05-11,Red Line,93280.8
2023-05-11,Silver Line,6421.7
2023-05-12,Blue Line,37574.6
2023-05-12,Green Line,60925.513254
2023-05-12,Mattapan Line,2949.1199619999998
2023-05-12,Orange Line,71229.35
2023-05-12,Red Line,85217.57
2023-05-12,Silver Line,4879.8
2023-05-13,Blue Line,29609.1
2023-05-13,Green Line,48451.349913
2023-05-13,Mattapan Line,39.167977
2023-05-13,Orange Line,38587.98
2023-05-13,Red Line,30780.17
2023-05-13,Silver Line,2141.4
2023-05-14,Blue Line,23071.0
2023-05-14,Green Line,36277.646594
2023-05-14,Mattapan Line,18.431987
2023-05-14,Orange Line,37395.78
2023-05-14,Red Line,27466.44
2023-05-14,Silver Line,2450.3
2023-05-15,Blue Line,34458.7
2023-05-15,Green Line,48782.866582
2023-05-15,Mattapan Line,3080.447957
2023-05-15,Orange Line,67264.54
2023-05-15,Red Line,81539.76
2023-05-15,Silver Line,5284.3
2023-05-16,Blue Line,38199.8
2023-05-16,Green Line,56420.169922
2023-05-16,Mattapan Line,3337.343961
2023-05-16,Orange Line,76272.75
2023-05-16,Red Line,94386.18
2023-05-16,Silver Line,6261.1
2023-05-17,Blue Line,38504.7
2023-05-17,Green Line,62142.009907
2023-05-17,Mattapan Line,3324.671962
2023-05-17,Orange Line,81294.51
2023-05-17,Red Line,96646.28
2023-05-17,Silver Line,6716.5
2023-05-18,Blue Line,38002.6
2023-05-18,Green Line,56593.569915
2023-05-18,Mattapan Line,3273.983962
2023-05-18,Orange Line,76078.97
2023-05-18,Red Line,94741.76
2023-05-18,Silver Line,6638.6
2023-05-19,Blue Line,37752.4
2023-05-19,Green Line,57457.473252
2023-05-19,Mattapan Line,3177.215962
2023-05-19,Orange Line,74114.08
2023-05-19,Red Line,86270.98
2023-05-19,Silver Line,5300.9
2023-05-20,Blue Line,25032.5
2023-05-20,Green Line,37155.403249
2023-05-20,Mattapan Line,65.663971
2023-05-20,Orange Line,41967.76
2023-05-20,Red Line,31762.97
2023-05-20,Silver Line,2721.2
2023-05-21,Blue Line,26188.0
2023-05-21,Green Line,35364.73992
2023-05-21,Mattapan Line,18.43199
2023-05-21,Orange Line,40899.89
2023-05-21,Red Line,32041.47
2023-05-21,Silver Line,2924.9
2023-05-22,Blue Line,35173.9
2023-05-22,Green Line,44405.543259
2023-05-22,Mattapan Line,3219.839962
2023-05-22,Orange Line,67545.91
2023-05-22,Red Line,82613.98
2023-05-22,Silver Line,5435.5
2023-05-23,Blue Line,37849.7
2023-05-23,Green Line,52605.73659
2023-05-23,Mattapan Line,2984.831959
2023-05-23,Orange Line,77043.85
2023-05-23,Red Line,95037.48
2023-05-23,Silver Line,6564.4
2023-05-24,Blue Line,37531.7
2023-05-24,Green Line,51442.446587
2023-05-24,Mattapan Line,3339.647961
2023-05-24,Orange Line,76785.73
2023-05-24,Red Line,97622.29
2023-05-24,Silver Line,6642.5
2023-05-25,Blue Line,38753.7
2023-05-25,Green Line,53982.049918
2023-05-25,Mattapan Line,3347.7119589999998
2023-05-25,Orange Line,78990.41
2023-05-25,Red Line,102115.94
2023-05-25,Silver Line,6534.9
2023-05-26,Blue Line,36603.6
2023-05-26,Green Line,49810.523245
2023-05-26,Mattapan Line,3056.255961
2023-05-26,Orange Line,69404.56
2023-05-26,Red Line,97210.85
2023-05-26,Silver Line,5409.8
2023-05-27,Blue Line,30098.1
2023-05-27,Green Line,45308.156588
2023-05-27,Mattapan Line,1507.967958
2023-05-27,Orange Line,50136.14
2023-05-27,Red Line,72193.47
2023-05-27,Silver Line,3781.8
2023-05-28,Blue Line,27055.0
2023-05-28,Green Line,35802.643262
2023-05-28,Mattapan Line,1151.999959
2023-05-28,Orange Line,38224.84
2023-05-28,Red Line,54319.45
2023-05-28,Silver Line,3634.9
2023-05-29,Blue Line,25410.0
2023-05-29,Green Line,36564.453263
2023-05-29,Mattapan Line,1163.519961
2023-05-29,Orange Line,43771.37
2023-05-29,Red Line,44162.21
2023-05-29,Silver Line,3251.8
2023-05-30,Blue Line,37585.7
2023-05-30,Green Line,54831.509923
2023-05-30,Mattapan Line,3255.55196
2023-05-30,Orange Line,73438.9
2023-05-30,Red Line,90033.19
2023-05-30,Silver Line,6232.7
2023-05-31,Blue Line,39559.3
2023-05-31,Green Line,58062.149924
2023-05-31,Mattapan Line,3180.671964
2023-05-31,Orange Line,78299.85
2023-05-31,Red Line,94825.9
2023-05-31,Silver Line,6297.3
2023-06-01,Blue Line,45857.5
2023-06-01,Green Line,58071.52992
2023-06-01,Mattapan Line,3011.327963
2023-06-01,Orange Line,78717.99
2023-06-01,Red Line,96791.78
2023-06-01,Silver Line,6600.2
2023-06-02,Blue Line,43007.5
2023-06-02,Green Line,57343.97325
2023-06-02,Mattapan Line,3139.199961
2023-06-02,Orange Line,71187.46
2023-06-02,Red Line,86013.6
2023-06-02,Silver Line,5695.3
2023-06-03,Blue Line,32789.7
2023-06-03,Green Line,48603.233326
2023-06-03,Mattapan Line,1507.967958
2023-06-03,Orange Line,48851.69
2023-06-03,Red Line,55178.21
2023-06-03,Silver Line,4436.0
2023-06-04,Blue Line,25983.4
2023-06-04,Green Line,34064.213329
2023-06-04,Mattapan Line,1028.735962
2023-06-04,Orange Line,34955.34
2023-06-04,Red Line,42025.28
2023-06-04,Silver Line,2810.1
2023-06-05,Blue Line,40148.4
2023-06-05,Green Line,51192.383247
2023-06-05,Mattapan Line,3064.319961
2023-06-05,Orange Line,70077.89
2023-06-05,Red Line,83929.76
2023-06-05,Silver Line,6411.4
2023-06-06,Blue Line,44344.8
2023-06-06,Green Line,55168.473246
2023-06-06,Mattapan Line,3276.287962
2023-06-06,Orange Line,81798.63
2023-06-06,Red Line,98035.23
2023-06-06,Silver Line,7404.2
2023-06-07,Blue Line,43720.8
2023-06-07,Green Line,55129.78991
2023-06-07,Mattapan Line,3353.471961
2023-06-07,Orange Line,81425.24
2023-06-07,Red Line,96806.07
2023-06-07,Silver Line,7338.1
2023-06-08,Blue Line,44162.7
2023-06-08,Green Line,55902.92325
2023-06-08,Mattapan Line,3211.775959
2023-06-08,Orange Line,79112.24
2023-06-08,Red Line,95263.07
2023-06-08,Silver Line,7158.9
2023-06-09,Blue Line,41843.7
2023-06-09,Green Line,53022.403244
2023-06-09,Mattapan Line,2954.879961
2023-06-09,Orange Line,71752.7
2023-06-09,Red Line,79359.73
2023-06-09,Silver Line,5492.8
2023-06-10,Blue Line,36385.8
2023-06-10,Green Line,53137.886661
2023-06-10,Mattapan Line,1714.17596
2023-06-10,Orange Line,63202.68
2023-06-10,Red Line,65963.4
2023-06-10,Silver Line,3445.9
2023-06-11,Blue Line,30696.0
2023-06-11,Green Line,29486.513331
2023-06-11,Mattapan Line,1166.975961
2023-06-11,Orange Line,39533.65
2023-06-11,Red Line,46788.97
2023-06-11,Silver Line,2975.7
2023-06-12,Blue Line,42480.6
2023-06-12,Green Line,49411.093252
2023-06-12,Mattapan Line,3139.199969
2023-06-12,Orange Line,71819.07
2023-06-12,Red Line,84894.57
2023-06-12,Silver Line,5846.0
2023-06-13,Blue Line,44917.2
2023-06-13,Green Line,51127.346585
2023-06-13,Mattapan Line,3253.247964
2023-06-13,Orange Line,80247.43
2023-06-13,Red Line,97779.29
2023-06-13,Silver Line,6916.9
2023-06-14,Blue Line,45211.4
2023-06-14,Green Line,49306.589919
2023-06-14,Mattapan Line,3316.607962
2023-06-14,Orange Line,77813.82
2023-06-14,Red Line,98192.79
2023-06-14,Silver Line,7141.9
2023-06-15,Blue Line,45959.8
2023-06-15,Green Line,44973.256572
2023-06-15,Mattapan Line,3264.76796
2023-06-15,Orange Line,76521.38
2023-06-15,Red Line,96123.53
2023-06-15,Silver Line,6868.7
2023-06-16,Blue Line,46262.1
2023-06-16,Green Line,50673.616588
2023-06-16,Mattapan Line,3032.063959
2023-06-16,Orange Line,71242.98
2023-06-16,Red Line,86785.27
2023-06-16,Silver Line,5703.7
2023-06-17,Blue Line,29656.0
2023-06-17,Green Line,32227.349996
2023-06-17,Mattapan Line,1392.76796
2023-06-17,Orange Line,38921.96
2023-06-17,Red Line,47399.19
2023-06-17,Silver Line,3214.5
2023-06-18,Blue Line,31513.4
2023-06-18,Green Line,37358.82
2023-06-18,Mattapan Line,1063.295959
2023-06-18,Orange Line,37007.51
2023-06-18,Red Line,47222.87
2023-06-18,Silver Line,3106.9
2023-06-19,Blue Line,33988.4
2023-06-19,Green Line,31571.38993
2023-06-19,Mattapan Line,1821.311962
2023-06-19,Orange Line,47058.59
2023-06-19,Red Line,56008.12
2023-06-19,Silver Line,3996.0
2023-06-20,Blue Line,44038.0
2023-06-20,Green Line,42387.333257
2023-06-20,Mattapan Line,3091.967959
2023-06-20,Orange Line,73954.86
2023-06-20,Red Line,95140.74
2023-06-20,Silver Line,6614.9
2023-06-21,Blue Line,45975.4
2023-06-21,Green Line,41402.573252
2023-06-21,Mattapan Line,3154.175961
2023-06-21,Orange Line,76045.69
2023-06-21,Red Line,97943.27
2023-06-21,Silver Line,6804.4
2023-06-22,Blue Line,44352.6
2023-06-22,Green Line,41158.146602
2023-06-22,Mattapan Line,3155.32796
2023-06-22,Orange Line,74390.84
2023-06-22,Red Line,94996.58
2023-06-22,Silver Line,6647.0
2023-06-23,Blue Line,43723.6
2023-06-23,Green Line,43303.463254
2023-06-23,Mattapan Line,2851.199961
2023-06-23,Orange Line,66281.68
2023-06-23,Red Line,85607.29
2023-06-23,Silver Line,5453.8
2023-06-24,Blue Line,34427.9
2023-06-24,Green Line,36372.469999
2023-06-24,Mattapan Line,1539.071958
2023-06-24,Orange Line,43115.34
2023-06-24,Red Line,55594.29
2023-06-24,Silver Line,2999.5
2023-06-25,Blue Line,30292.7
2023-06-25,Green Line,33519.196665
2023-06-25,Mattapan Line,1101.311962
2023-06-25,Orange Line,36655.05
2023-06-25,Red Line,44203.52
2023-06-25,Silver Line,2689.7
2023-06-26,Blue Line,38800.8
2023-06-26,Green Line,43133.916592
2023-06-26,Mattapan Line,2643.839959
2023-06-26,Orange Line,64858.07
2023-06-26,Red Line,78229.88
2023-06-26,Silver Line,5793.0
2023-06-27,Blue Line,43553.9
2023-06-27,Green Line,56221.959924
2023-06-27,Mattapan Line,2908.799967
2023-06-27,Orange Line,76010.43
2023-06-27,Red Line,90133.41
2023-06-27,Silver Line,6660.3
2023-06-28,Blue Line,43559.9
2023-06-28,Green Line,56955.219914
2023-06-28,Mattapan Line,2786.687961
2023-06-28,Orange Line,73833.39
2023-06-28,Red Line,91030.99
2023-06-28,Silver Line,6693.5
2023-06-29,Blue Line,42332.9
2023-06-29,Green Line,59569.336579
2023-06-29,Mattapan Line,2995.199962
2023-06-29,Orange Line,75920.73
2023-06-29,Red Line,92809.4
2023-06-29,Silver Line,6952.3
2023-06-30,Blue Line,41995.6
2023-06-30,Green Line,49185.169915
2023-06-30,Mattapan Line,2801.663958
2023-06-30,Orange Line,65631.88
2023-06-30,Red Line,81267.05
2023-06-30,Silver Line,5356.3
2023-07-01,Blue Line,36013.9
2023-07-01,Green Line,42814.33992
2023-07-01,Mattapan Line,1679.615957
