service_date,route_or_line,gated_entries
2024-08-04,Orange Line,13792.97
2024-08-04,Red Line,39157.99
2024-08-04,Silver Line,3098.0
2024-08-05,Blue Line,29148.9
2024-08-05,Green Line,48354.23000324
2024-08-05,Mattapan Line,2951.424
2024-08-05,Orange Line,75979.24
2024-08-05,Red Line,81651.03
2024-08-05,Silver Line,6007.6
2024-08-06,Blue Line,34958.4
2024-08-06,Green Line,47989.76666992
2024-08-06,Mattapan Line,3110.4
2024-08-06,Orange Line,83146.26
2024-08-06,Red Line,88044.14
2024-08-06,Silver Line,6927.1
2024-08-07,Blue Line,39103.0
2024-08-07,Green Line,56877.93667054
2024-08-07,Mattapan Line,2812.0319999999997
2024-08-07,Orange Line,87153.29
2024-08-07,Red Line,93329.74
2024-08-07,Silver Line,7134.7
2024-08-08,Blue Line,39681.7
2024-08-08,Green Line,53419.33667113
2024-08-08,Mattapan Line,3150.72
2024-08-08,Orange Line,86074.5
2024-08-08,Red Line,93559.13
2024-08-08,Silver Line,7225.5
2024-08-09,Blue Line,36769.1
2024-08-09,Green Line,55353.14333699
2024-08-09,Mattapan Line,2757.888
2024-08-09,Orange Line,76951.63
2024-08-09,Red Line,81362.16
2024-08-09,Silver Line,5925.8
2024-08-10,Blue Line,32609.3
2024-08-10,Green Line,54216.73000318
2024-08-10,Mattapan Line,1776.3839999999998
2024-08-10,Orange Line,41079.2
2024-08-10,Red Line,57644.77
2024-08-10,Silver Line,3883.0
2024-08-11,Blue Line,26930.4
2024-08-11,Green Line,44043.4066695
2024-08-11,Mattapan Line,1344.384
2024-08-11,Orange Line,31458.95
2024-08-11,Red Line,45663.41
2024-08-11,Silver Line,3404.5
2024-08-12,Blue Line,37202.0
2024-08-12,Green Line,51458.876670569996
2024-08-12,Mattapan Line,2908.7999999999997
2024-08-12,Orange Line,75761.87
2024-08-12,Red Line,83056.32
2024-08-12,Silver Line,5982.1
2024-08-13,Blue Line,40038.3
2024-08-13,Green Line,58906.47000517
2024-08-13,Mattapan Line,3176.064
2024-08-13,Orange Line,88034.5
2024-08-13,Red Line,94793.93
2024-08-13,Silver Line,7002.3
2024-08-14,Blue Line,39811.1
2024-08-14,Green Line,56824.93333767
2024-08-14,Mattapan Line,3110.3999999999996
2024-08-14,Orange Line,85178.95
2024-08-14,Red Line,92550.65
2024-08-14,Silver Line,6841.2
2024-08-15,Blue Line,38581.1
2024-08-15,Green Line,49087.49333736
2024-08-15,Mattapan Line,2908.7999999999997
2024-08-15,Orange Line,83290.73
2024-08-15,Red Line,89244.71
2024-08-15,Silver Line,7175.3
2024-08-16,Blue Line,38216.4
2024-08-16,Green Line,46440.70666999
2024-08-16,Mattapan Line,2890.368
2024-08-16,Orange Line,74828.28
2024-08-16,Red Line,79689.68
2024-08-16,Silver Line,5480.1
2024-08-17,Blue Line,31654.3
2024-08-17,Green Line,39903.33000255
2024-08-17,Mattapan Line,1286.7839999999999
2024-08-17,Orange Line,22523.16
2024-08-17,Red Line,49481.71
2024-08-17,Silver Line,3347.0
2024-08-18,Blue Line,22924.4
2024-08-18,Green Line,31215.60666877
2024-08-18,Mattapan Line,1069.0559999999998
2024-08-18,Orange Line,16369.67
2024-08-18,Red Line,40695.19
2024-08-18,Silver Line,2911.3
2024-08-19,Blue Line,33154.0
2024-08-19,Green Line,39972.73333619
2024-08-19,Mattapan Line,2327.04
2024-08-19,Orange Line,59477.9
2024-08-19,Red Line,42324.2
2024-08-19,Silver Line,3755.0
2024-08-20,Blue Line,32906.8
2024-08-20,Green Line,46893.826671329996
2024-08-20,Mattapan Line,2313.216
2024-08-20,Orange Line,75282.85
2024-08-20,Red Line,43530.79
2024-08-20,Silver Line,3270.9
2024-08-21,Blue Line,32044.3
2024-08-21,Green Line,44616.91000365
2024-08-21,Mattapan Line,2097.792
2024-08-21,Orange Line,72059.9
2024-08-21,Red Line,41694.29
2024-08-21,Silver Line,2902.1
2024-08-22,Blue Line,31078.9
2024-08-22,Green Line,44860.09333698
2024-08-22,Mattapan Line,2087.424
2024-08-22,Orange Line,72529.33
2024-08-22,Red Line,41316.11
2024-08-22,Silver Line,2859.9
2024-08-23,Blue Line,30968.9
2024-08-23,Green Line,48102.18666996
2024-08-23,Mattapan Line,2054.016
2024-08-23,Orange Line,68881.47
2024-08-23,Red Line,37749.41
2024-08-23,Silver Line,2606.7
2024-08-24,Blue Line,26010.7
2024-08-24,Green Line,46079.30666927
2024-08-24,Mattapan Line,1276.416
2024-08-24,Orange Line,48553.32
2024-08-24,Red Line,28432.34
2024-08-24,Silver Line,1545.5
2024-08-25,Blue Line,21250.1
2024-08-25,Green Line,35788.2266684
2024-08-25,Mattapan Line,903.168
2024-08-25,Orange Line,38265.38
2024-08-25,Red Line,22277.36
2024-08-25,Silver Line,1444.6
2024-08-26,Blue Line,28753.2
2024-08-26,Green Line,47138.35333607
2024-08-26,Mattapan Line,2166.912
2024-08-26,Orange Line,65024.53
2024-08-26,Red Line,41938.65
2024-08-26,Silver Line,3089.1
2024-08-27,Blue Line,38526.4
2024-08-27,Green Line,54242.86333722
2024-08-27,Mattapan Line,2756.736
2024-08-27,Orange Line,84679.06
2024-08-27,Red Line,84516.31
2024-08-27,Silver Line,6381.7
2024-08-28,Blue Line,37881.9
2024-08-28,Green Line,54790.98000373
2024-08-28,Mattapan Line,2875.392
2024-08-28,Orange Line,84127.11
2024-08-28,Red Line,86153.11
2024-08-28,Silver Line,6366.4
2024-08-29,Blue Line,38998.4
2024-08-29,Green Line,55426.97667013
2024-08-29,Mattapan Line,2972.16
2024-08-29,Orange Line,83294.94
2024-08-29,Red Line,89165.15
2024-08-29,Silver Line,6316.7
2024-08-30,Blue Line,31278.6
2024-08-30,Green Line,49610.22666966
2024-08-30,Mattapan Line,2658.816
2024-08-30,Orange Line,74725.15
2024-08-30,Red Line,78001.69
2024-08-30,Silver Line,5384.0
2024-08-31,Blue Line,24597.0
2024-08-31,Green Line,47311.386669319996
2024-08-31,Mattapan Line,1662.336
2024-08-31,Orange Line,55090.43
2024-08-31,Red Line,55792.85
2024-08-31,Silver Line,3711.0
2024-09-01,Blue Line,24368.6
2024-09-01,Green Line,41398.57000268
2024-09-01,Mattapan Line,1119.744
2024-09-01,Orange Line,43352.01
2024-09-01,Red Line,46093.42
2024-09-01,Silver Line,3129.4
2024-09-02,Blue Line,25465.8
2024-09-02,Green Line,37190.19666924
2024-09-02,Mattapan Line,1084.032
2024-09-02,Orange Line,43069.69
2024-09-02,Red Line,45143.68
2024-09-02,Silver Line,3342.3
2024-09-03,Blue Line,37342.9
2024-09-03,Green Line,46162.23667028
2024-09-03,Mattapan Line,3018.24
2024-09-03,Orange Line,82692.86
2024-09-03,Red Line,89197.27
2024-09-03,Silver Line,6210.4
2024-09-04,Blue Line,39194.7
2024-09-04,Green Line,50858.23666991
2024-09-04,Mattapan Line,3078.144
2024-09-04,Orange Line,91418.8
2024-09-04,Red Line,93406.23
2024-09-04,Silver Line,6358.2
2024-09-05,Blue Line,40004.2
2024-09-05,Green Line,53712.1033377
2024-09-05,Mattapan Line,3286.656
2024-09-05,Orange Line,94177.85
2024-09-05,Red Line,96441.08
2024-09-05,Silver Line,6481.1
2024-09-06,Blue Line,39212.9
2024-09-06,Green Line,57381.640003399996
2024-09-06,Mattapan Line,5868.288
2024-09-06,Orange Line,86871.75
2024-09-06,Red Line,75306.71
2024-09-06,Silver Line,5696.0
2024-09-07,Blue Line,28918.1
2024-09-07,Green Line,52912.47333616
2024-09-07,Mattapan Line,3633.408
2024-09-07,Orange Line,59514.83
2024-09-07,Red Line,50831.23
2024-09-07,Silver Line,3153.7
2024-09-08,Blue Line,24196.9
2024-09-08,Green Line,42677.51000238
2024-09-08,Mattapan Line,2988.288
2024-09-08,Orange Line,43451.37
2024-09-08,Red Line,40872.42
2024-09-08,Silver Line,2899.8
2024-09-09,Blue Line,38308.6
2024-09-09,Green Line,53338.58333745
2024-09-09,Mattapan Line,5940.864
2024-09-09,Orange Line,88792.14
2024-09-09,Red Line,75872.11
2024-09-09,Silver Line,6144.4
2024-09-10,Blue Line,41377.3
2024-09-10,Green Line,58842.3666708
2024-09-10,Mattapan Line,6278.4
2024-09-10,Orange Line,100027.06
2024-09-10,Red Line,85201.44
2024-09-10,Silver Line,6865.5
2024-09-11,Blue Line,40531.4
2024-09-11,Green Line,58470.34333715
2024-09-11,Mattapan Line,6618.24
2024-09-11,Orange Line,97087.95
2024-09-11,Red Line,85280.04
2024-09-11,Silver Line,6823.1
2024-09-12,Blue Line,41207.1
2024-09-12,Green Line,53471.01333775
2024-09-12,Mattapan Line,6486.911999999999
2024-09-12,Orange Line,96470.78
2024-09-12,Red Line,85677.84
2024-09-12,Silver Line,6776.1
2024-09-13,Blue Line,40194.9
2024-09-13,Green Line,54399.97333663
2024-09-13,Mattapan Line,5967.36
2024-09-13,Orange Line,86534.56
2024-09-13,Red Line,78484.2
2024-09-13,Silver Line,5636.2
2024-09-14,Blue Line,31255.9
2024-09-14,Green Line,50432.06000275
2024-09-14,Mattapan Line,3876.48
2024-09-14,Orange Line,61735.23
2024-09-14,Red Line,54181.51
2024-09-14,Silver Line,3434.8
2024-09-15,Blue Line,26480.5
2024-09-15,Green Line,42169.47666901
2024-09-15,Mattapan Line,2964.096
2024-09-15,Orange Line,45175.78
2024-09-15,Red Line,42945.01
2024-09-15,Silver Line,3100.4
2024-09-16,Blue Line,38093.9
2024-09-16,Green Line,49622.86000295
2024-09-16,Mattapan Line,5551.488
2024-09-16,Orange Line,91188.11
2024-09-16,Red Line,77306.73
2024-09-16,Silver Line,6108.9
2024-09-17,Blue Line,41826.8
2024-09-17,Green Line,60259.86667126
2024-09-17,Mattapan Line,5379.839999999999
2024-09-17,Orange Line,101476.98
2024-09-17,Red Line,86446.81999999999
2024-09-17,Silver Line,7159.2
2024-09-18,Blue Line,40293.9
2024-09-18,Green Line,58891.23333707
2024-09-18,Mattapan Line,4239.36
2024-09-18,Orange Line,99747.44
2024-09-18,Red Line,83799.16
2024-09-18,Silver Line,7126.1
2024-09-19,Blue Line,41017.4
2024-09-19,Green Line,55530.88000434
2024-09-19,Mattapan Line,6133.248
2024-09-19,Orange Line,96828.47
2024-09-19,Red Line,87126.25
2024-09-19,Silver Line,7189.0
2024-09-20,Blue Line,32406.3
2024-09-20,Green Line,60873.75000339
2024-09-20,Mattapan Line,5656.32
2024-09-20,Orange Line,89474.13
2024-09-20,Red Line,79019.32
2024-09-20,Silver Line,6634.0
2024-09-21,Blue Line,21456.3
2024-09-21,Green Line,55911.34666881
2024-09-21,Mattapan Line,2176.1279999999997
2024-09-21,Orange Line,55669.48
2024-09-21,Red Line,47541.84
2024-09-21,Silver Line,3719.2
2024-09-22,Blue Line,19798.5
2024-09-22,Green Line,47617.64000217
2024-09-22,Mattapan Line,1941.12
2024-09-22,Orange Line,47823.05
2024-09-22,Red Line,41178.01
2024-09-22,Silver Line,3038.3
2024-09-23,Blue Line,31754.6
2024-09-23,Green Line,48463.80333636
2024-09-23,Mattapan Line,5865.9839999999995
2024-09-23,Orange Line,91167.74
2024-09-23,Red Line,77734.19
2024-09-23,Silver Line,6258.0
2024-09-24,Blue Line,34088.6
2024-09-24,Green Line,55304.99667068
2024-09-24,Mattapan Line,6096.384
2024-09-24,Orange Line,101113.47
2024-09-24,Red Line,86793.0
2024-09-24,Silver Line,7139.6
2024-09-25,Blue Line,32744.8
2024-09-25,Green Line,54062.88667062
2024-09-25,Mattapan Line,6263.424
2024-09-25,Orange Line,100095.1
2024-09-25,Red Line,87782.88
2024-09-25,Silver Line,7118.0
2024-09-26,Blue Line,33105.1
2024-09-26,Green Line,55517.93333662
2024-09-26,Mattapan Line,5925.888
2024-09-26,Orange Line,98681.14
2024-09-26,Red Line,88189.96
2024-09-26,Silver Line,7510.2
2024-09-27,Blue Line,34041.3
2024-09-27,Green Line,63396.8033373
2024-09-27,Mattapan Line,5656.32
2024-09-27,Orange Line,91015.81
2024-09-27,Red Line,83302.42
2024-09-27,Silver Line,6265.0
2024-09-28,Blue Line,27520.6
2024-09-28,Green Line,61684.03000291
2024-09-28,Mattapan Line,33.407999999999994
2024-09-28,Orange Line,66852.62
2024-09-28,Red Line,50732.95
2024-09-28,Silver Line,4008.3
2024-09-29,Blue Line,20699.3
2024-09-29,Green Line,43882.92666943
2024-09-29,Mattapan Line,1518.336
2024-09-29,Orange Line,45175.55
2024-09-29,Red Line,40562.19
2024-09-29,Silver Line,3151.2
2024-09-30,Blue Line,31907.3
2024-09-30,Green Line,47725.6466695
2024-09-30,Mattapan Line,3134.592
2024-09-30,Orange Line,88535.61
2024-09-30,Red Line,91660.81
2024-09-30,Silver Line,6139.3
2024-10-01,Blue Line,32958.9
2024-10-01,Green Line,53539.02666966
2024-10-01,Mattapan Line,3537.792
2024-10-01,Orange Line,101938.22
2024-10-01,Red Line,104926.92
2024-10-01,Silver Line,7247.6
2024-10-02,Blue Line,33437.7
2024-10-02,Green Line,47168.68333336
2024-10-02,Mattapan Line,3632.256
2024-10-02,Orange Line,102228.63
2024-10-02,Red Line,106952.12
2024-10-02,Silver Line,7063.2
2024-10-03,Blue Line,34202.0
2024-10-03,Green Line,52977.2666681
2024-10-03,Mattapan Line,3346.56
2024-10-03,Orange Line,103371.23
2024-10-03,Red Line,105345.47
2024-10-03,Silver Line,6642.7
2024-10-04,Blue Line,32699.2
2024-10-04,Green Line,56488.51000292
2024-10-04,Mattapan Line,3287.808
2024-10-04,Orange Line,92821.4
2024-10-04,Red Line,98254.99
2024-10-04,Silver Line,5988.9
2024-10-05,Blue Line,26419.1
2024-10-05,Green Line,54767.1800022
2024-10-05,Mattapan Line,1732.608
2024-10-05,Orange Line,64782.65
2024-10-05,Red Line,68508.77
2024-10-05,Silver Line,3820.3
2024-10-06,Blue Line,21638.6
2024-10-06,Green Line,41159.56666831
2024-10-06,Mattapan Line,1313.28
2024-10-06,Orange Line,48277.45
2024-10-06,Red Line,57794.55
2024-10-06,Silver Line,3505.0
2024-10-07,Blue Line,29946.5
2024-10-07,Green Line,47922.85666971
2024-10-07,Mattapan Line,3317.7599999999998
2024-10-07,Orange Line,86526.4
2024-10-07,Red Line,91833.91
2024-10-07,Silver Line,6529.5
2024-10-08,Blue Line,34326.6
2024-10-08,Green Line,57954.98000399
2024-10-08,Mattapan Line,3700.2239999999997
2024-10-08,Orange Line,69133.26
2024-10-08,Red Line,106672.76
2024-10-08,Silver Line,7726.9
2024-10-09,Blue Line,33398.0
2024-10-09,Green Line,58599.43000328
2024-10-09,Mattapan Line,4246.272
2024-10-09,Orange Line,67929.15
2024-10-09,Red Line,107152.52
2024-10-09,Silver Line,7500.9
2024-10-10,Blue Line,34385.3
2024-10-10,Green Line,61315.7033364
2024-10-10,Mattapan Line,4026.24
2024-10-10,Orange Line,70085.74
2024-10-10,Red Line,109369.59
2024-10-10,Silver Line,7499.0
2024-10-11,Blue Line,33688.7
2024-10-11,Green Line,61926.56333676
2024-10-11,Mattapan Line,3777.408
2024-10-11,Orange Line,62181.94
2024-10-11,Red Line,98537.23
2024-10-11,Silver Line,6261.9
2024-10-12,Blue Line,30804.7
2024-10-12,Green Line,68783.55333606
2024-10-12,Mattapan Line,2055.1679999999997
2024-10-12,Orange Line,35477.56
2024-10-12,Red Line,69219.62
2024-10-12,Silver Line,4334.9
2024-10-13,Blue Line,21703.4
2024-10-13,Green Line,50469.49000199
2024-10-13,Mattapan Line,1239.552
2024-10-13,Orange Line,22840.079999999998
2024-10-13,Red Line,48067.43
2024-10-13,Silver Line,3418.1
2024-10-14,Blue Line,27221.3
2024-10-14,Green Line,51225.5933353
2024-10-14,Mattapan Line,2037.888
2024-10-14,Orange Line,29045.32
2024-10-14,Red Line,60920.92
2024-10-14,Silver Line,5176.2
2024-10-15,Blue Line,40411.4
2024-10-15,Green Line,61399.15667186
2024-10-15,Mattapan Line,4071.1679999999997
2024-10-15,Orange Line,65300.14
2024-10-15,Red Line,106892.47
2024-10-15,Silver Line,7704.5
2024-10-16,Blue Line,40350.8
2024-10-16,Green Line,61416.72667247
2024-10-16,Mattapan Line,4119.552
2024-10-16,Orange Line,66657.88
2024-10-16,Red Line,107408.16
2024-10-16,Silver Line,7736.6
2024-10-17,Blue Line,41397.0
2024-10-17,Green Line,66564.91000726
2024-10-17,Mattapan Line,4088.448
2024-10-17,Orange Line,68221.0
2024-10-17,Red Line,110198.69
2024-10-17,Silver Line,7639.4
2024-10-18,Blue Line,40191.5
2024-10-18,Green Line,65192.956673169996
2024-10-18,Mattapan Line,3703.68
2024-10-18,Orange Line,59168.79
2024-10-18,Red Line,100133.82
2024-10-18,Silver Line,6419.1
2024-10-19,Blue Line,31491.8
2024-10-19,Green Line,57280.93333712
2024-10-19,Mattapan Line,2021.7599999999998
2024-10-19,Orange Line,43046.04
2024-10-19,Red Line,79920.56
2024-10-19,Silver Line,3959.0
2024-10-20,Blue Line,24693.2
2024-10-20,Green Line,41066.57000277
2024-10-20,Mattapan Line,1330.56
2024-10-20,Orange Line,30910.75
2024-10-20,Red Line,60167.18
2024-10-20,Silver Line,3467.8
2024-10-21,Blue Line,38489.2
2024-10-21,Green Line,55198.97667445
2024-10-21,Mattapan Line,3589.632
2024-10-21,Orange Line,83956.57
2024-10-21,Red Line,96355.72
2024-10-21,Silver Line,6364.7
2024-10-22,Blue Line,42151.0
2024-10-22,Green Line,65971.18000885
2024-10-22,Mattapan Line,3748.6079999999997
2024-10-22,Orange Line,101228.28
2024-10-22,Red Line,109630.74
2024-10-22,Silver Line,7471.3
2024-10-23,Blue Line,41617.8
2024-10-23,Green Line,63704.28667587
2024-10-23,Mattapan Line,3757.8239999999996
2024-10-23,Orange Line,94040.33
2024-10-23,Red Line,106834.95
2024-10-23,Silver Line,7416.8
2024-10-24,Blue Line,41948.3
2024-10-24,Green Line,65809.37000946
2024-10-24,Mattapan Line,3905.2799999999997
2024-10-24,Orange Line,99142.13
2024-10-24,Red Line,110098.9
2024-10-24,Silver Line,7308.3
2024-10-25,Blue Line,41185.5
2024-10-25,Green Line,64925.33334111
2024-10-25,Mattapan Line,3442.176
2024-10-25,Orange Line,89092.92
2024-10-25,Red Line,101389.48
2024-10-25,Silver Line,6257.6
2024-10-26,Blue Line,31108.2
2024-10-26,Green Line,56828.56000414
2024-10-26,Mattapan Line,2025.216
2024-10-26,Orange Line,27015.8
2024-10-26,Red Line,71068.84
2024-10-26,Silver Line,4051.6
2024-10-27,Blue Line,22869.4
2024-10-27,Green Line,37771.01000298
2024-10-27,Mattapan Line,1403.136
2024-10-27,Orange Line,16930.66
2024-10-27,Red Line,49566.43
2024-10-27,Silver Line,3300.5
2024-10-28,Blue Line,37858.5
2024-10-28,Green Line,60050.07667427
2024-10-28,Mattapan Line,3462.912
2024-10-28,Orange Line,63289.84
2024-10-28,Red Line,95768.85
2024-10-28,Silver Line,6646.9
2024-10-29,Blue Line,39569.8
2024-10-29,Green Line,66343.1066753
2024-10-29,Mattapan Line,3791.232
2024-10-29,Orange Line,70380.79
2024-10-29,Red Line,107007.17
2024-10-29,Silver Line,7616.8
2024-10-30,Blue Line,40604.9
2024-10-30,Green Line,67283.34000908
2024-10-30,Mattapan Line,3791.232
2024-10-30,Orange Line,69506.71
2024-10-30,Red Line,108457.45
2024-10-30,Silver Line,7395.6
2024-10-31,Blue Line,41108.2
2024-10-31,Green Line,68693.61000844
2024-10-31,Mattapan Line,3585.024
2024-10-31,Orange Line,69476.2
2024-10-31,Red Line,108219.09
2024-10-31,Silver Line,6553.9
2024-11-01,Blue Line,38831.2
2024-11-01,Green Line,63845.33667438
2024-11-01,Mattapan Line,3339.6479999999997
2024-11-01,Orange Line,61710.88
2024-11-01,Red Line,95833.25
2024-11-01,Silver Line,5759.0
2024-11-02,Blue Line,28866.3
2024-11-02,Green Line,55315.77000378
2024-11-02,Mattapan Line,1800.5759999999998
2024-11-02,Orange Line,57680.68
2024-11-02,Red Line,65167.65
2024-11-02,Silver Line,3790.6
2024-11-03,Blue Line,21972.1
2024-11-03,Green Line,41781.11667017
2024-11-03,Mattapan Line,1209.6
2024-11-03,Orange Line,44151.42
2024-11-03,Red Line,48849.13
2024-11-03,Silver Line,3040.4
2024-11-04,Blue Line,36574.6
2024-11-04,Green Line,52291.0766741
2024-11-04,Mattapan Line,3439.872
2024-11-04,Orange Line,84246.25
2024-11-04,Red Line,93962.74
2024-11-04,Silver Line,6347.0
2024-11-05,Blue Line,38547.2
2024-11-05,Green Line,53605.99000706
2024-11-05,Mattapan Line,3161.0879999999997
2024-11-05,Orange Line,87982.57
2024-11-05,Red Line,77957.34
2024-11-05,Silver Line,6334.9
2024-11-06,Blue Line,40246.0
2024-11-06,Green Line,54421.57667206
2024-11-06,Mattapan Line,2920.3199999999997
2024-11-06,Orange Line,94243.99
2024-11-06,Red Line,77682.0
2024-11-06,Silver Line,6157.1
2024-11-07,Blue Line,41371.2
2024-11-07,Green Line,61888.596675759996
2024-11-07,Mattapan Line,2852.352
2024-11-07,Orange Line,96884.52
2024-11-07,Red Line,79016.95
2024-11-07,Silver Line,6779.4
2024-11-08,Blue Line,38876.7
2024-11-08,Green Line,59676.06667374
2024-11-08,Mattapan Line,2636.928
2024-11-08,Orange Line,88170.23
2024-11-08,Red Line,71066.17
2024-11-08,Silver Line,6050.5
2024-11-09,Blue Line,29527.4
2024-11-09,Green Line,51187.12000328
2024-11-09,Mattapan Line,16.128
2024-11-09,Orange Line,62255.06
2024-11-09,Red Line,48075.52
2024-11-09,Silver Line,4384.9
2024-11-10,Blue Line,22815.4
2024-11-10,Green Line,37275.57666913
2024-11-10,Mattapan Line,5.76
2024-11-10,Orange Line,46287.82
2024-11-10,Red Line,35764.07
2024-11-10,Silver Line,3735.3
2024-11-11,Blue Line,30697.4
2024-11-11,Green Line,40794.47000349
2024-11-11,Mattapan Line,1937.664
2024-11-11,Orange Line,61659.62
2024-11-11,Red Line,67309.11
2024-11-11,Silver Line,5522.9
2024-11-12,Blue Line,39331.2
2024-11-12,Green Line,57236.46333923
2024-11-12,Mattapan Line,3514.752
2024-11-12,Orange Line,97968.11
2024-11-12,Red Line,103848.06
2024-11-12,Silver Line,7687.0
2024-11-13,Blue Line,39822.4
2024-11-13,Green Line,57460.87000643
2024-11-13,Mattapan Line,3392.64
2024-11-13,Orange Line,95921.78
2024-11-13,Red Line,104535.45
2024-11-13,Silver Line,7795.0
2024-11-14,Blue Line,39814.4
2024-11-14,Green Line,59129.54667367
2024-11-14,Mattapan Line,3280.8959999999997
2024-11-14,Orange Line,94512.74
2024-11-14,Red Line,105395.18
2024-11-14,Silver Line,7730.3
2024-11-15,Blue Line,38726.8
2024-11-15,Green Line,57617.06667254
2024-11-15,Mattapan Line,3182.9759999999997
2024-11-15,Orange Line,85540.99
2024-11-15,Red Line,93770.21
2024-11-15,Silver Line,6471.6
2024-11-16,Blue Line,29457.3
2024-11-16,Green Line,51113.11666795
2024-11-16,Mattapan Line,1645.0559999999998
2024-11-16,Orange Line,74232.71
2024-11-16,Red Line,70826.34
2024-11-16,Silver Line,4868.7
2024-11-17,Blue Line,22085.3
2024-11-17,Green Line,32733.19666771
2024-11-17,Mattapan Line,1094.3999999999999
2024-11-17,Orange Line,46806.52
2024-11-17,Red Line,48403.35
2024-11-17,Silver Line,3612.8
2024-11-18,Blue Line,37199.3
2024-11-18,Green Line,45787.53000632
2024-11-18,Mattapan Line,2939.904
2024-11-18,Orange Line,75536.16
2024-11-18,Red Line,35442.51
2024-11-18,Silver Line,2735.5
2024-11-19,Blue Line,38890.0
2024-11-19,Green Line,51588.95334157
2024-11-19,Mattapan Line,2763.6479999999997
2024-11-19,Orange Line,80428.2
2024-11-19,Red Line,31798.78
2024-11-19,Silver Line,2621.9
2024-11-20,Blue Line,38865.2
2024-11-20,Green Line,50457.28000769
2024-11-20,Mattapan Line,2694.528
2024-11-20,Orange Line,78169.71
2024-11-20,Red Line,30736.81
2024-11-20,Silver Line,2638.5
2024-11-21,Blue Line,35086.3
2024-11-21,Green Line,50444.480006879996
2024-11-21,Mattapan Line,2356.9919999999997
2024-11-21,Orange Line,78038.8
2024-11-21,Red Line,27439.12
2024-11-21,Silver Line,3485.3
2024-11-22,Blue Line,35787.1
2024-11-22,Green Line,52079.62000729
2024-11-22,Mattapan Line,1963.0079999999998
2024-11-22,Orange Line,68444.15
2024-11-22,Red Line,26024.93
2024-11-22,Silver Line,2626.7
2024-11-23,Blue Line,24175.6
2024-11-23,Green Line,40848.75000278
2024-11-23,Mattapan Line,1112.8319999999999
2024-11-23,Orange Line,43541.96
2024-11-23,Red Line,14910.69
2024-11-23,Silver Line,1812.0
2024-11-24,Blue Line,21682.6
2024-11-24,Green Line,35428.74666954
2024-11-24,Mattapan Line,807.5519999999999
2024-11-24,Orange Line,38039.91
2024-11-24,Red Line,10147.41
2024-11-24,Silver Line,1716.0
2024-11-25,Blue Line,36642.1
2024-11-25,Green Line,52938.23334044
2024-11-25,Mattapan Line,2998.656
2024-11-25,Orange Line,86723.13
2024-11-25,Red Line,84162.77
2024-11-25,Silver Line,6164.1
2024-11-26,Blue Line,35893.5
2024-11-26,Green Line,53642.41000726
2024-11-26,Mattapan Line,2992.8959999999997
2024-11-26,Orange Line,85880.36
2024-11-26,Red Line,88023.63
2024-11-26,Silver Line,6503.1
2024-11-27,Blue Line,31831.6
2024-11-27,Green Line,43571.79667201
2024-11-27,Mattapan Line,2721.024
2024-11-27,Orange Line,72131.26
2024-11-27,Red Line,74625.61
2024-11-27,Silver Line,5510.9
2024-11-28,Blue Line,10391.2
2024-11-28,Green Line,11886.20000073
2024-11-28,Mattapan Line,633.6
2024-11-28,Orange Line,17739.22
2024-11-28,Red Line,19535.58
2024-11-28,Silver Line,1566.3
2024-11-29,Blue Line,28333.5
2024-11-29,Green Line,41969.93666987
2024-11-29,Mattapan Line,1961.8559999999998
2024-11-29,Orange Line,58824.55
2024-11-29,Red Line,55930.28
2024-11-29,Silver Line,4544.9
2024-11-30,Blue Line,25672.5
2024-11-30,Green Line,37357.2000027
2024-11-30,Mattapan Line,1403.136
2024-11-30,Orange Line,46985.54
2024-11-30,Red Line,47938.46
2024-11-30,Silver Line,4727.3
2024-12-01,Blue Line,21381.5
2024-12-01,Green Line,32370.66666892
2024-12-01,Mattapan Line,975.7439999999999
2024-12-01,Orange Line,38772.26
2024-12-01,Red Line,38174.64
2024-12-01,Silver Line,3837.6
2024-12-02,Blue Line,35564.4
2024-12-02,Green Line,45742.34000446
2024-12-02,Mattapan Line,2875.392
2024-12-02,Orange Line,80507.06
2024-12-02,Red Line,84824.4
2024-12-02,Silver Line,6402.8
2024-12-03,Blue Line,38026.1
2024-12-03,Green Line,51733.46667128
2024-12-03,Mattapan Line,3133.44
2024-12-03,Orange Line,90828.77
2024-12-03,Red Line,97557.63
2024-12-03,Silver Line,5627.7
2024-12-04,Blue Line,38551.1
2024-12-04,Green Line,54003.13000495
2024-12-04,Mattapan Line,3239.424
2024-12-04,Orange Line,91643.11
2024-12-04,Red Line,99247.76
2024-12-04,Silver Line,5795.4
2024-12-05,Blue Line,37376.9
2024-12-05,Green Line,54685.40333845
2024-12-05,Mattapan Line,3163.392
2024-12-05,Orange Line,89028.97
2024-12-05,Red Line,98696.76
2024-12-05,Silver Line,7244.8
2024-12-06,Blue Line,35769.8
2024-12-06,Green Line,44180.37333336
2024-12-06,Mattapan Line,2880.0
2024-12-06,Orange Line,88908.44
2024-12-06,Red Line,92440.82
2024-12-06,Silver Line,6704.9
2024-12-07,Blue Line,25848.4
2024-12-07,Green Line,39498.10666668
2024-12-07,Mattapan Line,1475.712
2024-12-07,Orange Line,63704.21
2024-12-07,Red Line,59582.65
2024-12-07,Silver Line,4566.3
2024-12-08,Blue Line,19663.9
