service_date,line,estimated_boardings,ObjectId
2020/08/07 04:00:00+00,Haverhill,732,503
2020/08/07 04:00:00+00,Kingston,594,504
2020/08/07 04:00:00+00,Needham,652,505
2020/08/07 04:00:00+00,Fitchburg,559,506
2020/08/07 04:00:00+00,Greenbush,333,507
2020/08/07 04:00:00+00,Fairmount,427,508
2020/08/10 04:00:00+00,Providence/Stoughton,3222.5,509
2020/08/10 04:00:00+00,Newburyport/Rockport,1648,510
2020/08/10 04:00:00+00,Framingham/Worcester,1410,511
2020/08/10 04:00:00+00,Franklin/Foxboro,1417,512
2020/08/10 04:00:00+00,Middleborough/Lakeville,848.5,513
2020/08/10 04:00:00+00,Lowell,934,514
2020/08/10 04:00:00+00,Haverhill,683,515
2020/08/10 04:00:00+00,Kingston,632,516
2020/08/10 04:00:00+00,Needham,725,517
2020/08/10 04:00:00+00,Fitchburg,576,518
2020/08/10 04:00:00+00,Greenbush,329.5,519
2020/08/10 04:00:00+00,Fairmount,479.5,520
2020/08/11 04:00:00+00,Providence/Stoughton,3221.5,521
2020/08/11 04:00:00+00,Newburyport/Rockport,1636,522
2020/08/11 04:00:00+00,Framingham/Worcester,1260,523
2020/08/11 04:00:00+00,Franklin/Foxboro,1546.5,524
2020/08/11 04:00:00+00,Middleborough/Lakeville,919,525
2020/08/11 04:00:00+00,Lowell,924,526
2020/08/11 04:00:00+00,Haverhill,687,527
2020/08/11 04:00:00+00,Kingston,704.5,528
2020/08/11 04:00:00+00,Needham,1041.5,529
2020/08/11 04:00:00+00,Fitchburg,689,530
2020/08/11 04:00:00+00,Greenbush,348.5,531
2020/08/11 04:00:00+00,Fairmount,503.5,532
2020/08/12 04:00:00+00,Providence/Stoughton,3253,533
2020/08/12 04:00:00+00,Newburyport/Rockport,1910,534
2020/08/12 04:00:00+00,Framingham/Worcester,1444,535
2020/08/12 04:00:00+00,Franklin/Foxboro,1526.5,536
2020/08/12 04:00:00+00,Middleborough/Lakeville,949.5,537
2020/08/12 04:00:00+00,Lowell,1149,538
2020/08/12 04:00:00+00,Haverhill,688,539
2020/08/12 04:00:00+00,Kingston,698,540
2020/08/12 04:00:00+00,Needham,1111.5,541
2020/08/12 04:00:00+00,Fitchburg,696,542
2020/08/12 04:00:00+00,Greenbush,344.5,543
2020/08/12 04:00:00+00,Fairmount,564.5,544
2020/08/13 04:00:00+00,Providence/Stoughton,3096,545
2020/08/13 04:00:00+00,Newburyport/Rockport,2088,546
2020/08/13 04:00:00+00,Framingham/Worcester,1322,547
2020/08/13 04:00:00+00,Franklin/Foxboro,1261,548
2020/08/13 04:00:00+00,Middleborough/Lakeville,935.5,549
2020/08/13 04:00:00+00,Lowell,1109,550
2020/08/13 04:00:00+00,Haverhill,1107,551
2020/08/13 04:00:00+00,Kingston,698,552
2020/08/13 04:00:00+00,Needham,806.5,553
2020/08/13 04:00:00+00,Fitchburg,705,554
2020/08/13 04:00:00+00,Greenbush,439,555
2020/08/13 04:00:00+00,Fairmount,491.5,556
2020/08/14 04:00:00+00,Providence/Stoughton,3167,557
2020/08/14 04:00:00+00,Newburyport/Rockport,1865,558
2020/08/14 04:00:00+00,Framingham/Worcester,1329,559
2020/08/14 04:00:00+00,Franklin/Foxboro,1385,560
2020/08/14 04:00:00+00,Middleborough/Lakeville,984.5,561
2020/08/14 04:00:00+00,Lowell,859,562
2020/08/14 04:00:00+00,Haverhill,892,563
2020/08/14 04:00:00+00,Kingston,676,564
2020/08/14 04:00:00+00,Needham,945,565
2020/08/14 04:00:00+00,Fitchburg,716,566
2020/08/14 04:00:00+00,Greenbush,378,567
2020/08/14 04:00:00+00,Fairmount,475,568
2020/08/17 04:00:00+00,Providence/Stoughton,3295,569
2020/08/17 04:00:00+00,Newburyport/Rockport,1720,570
2020/08/17 04:00:00+00,Framingham/Worcester,1330,571
2020/08/17 04:00:00+00,Franklin/Foxboro,1271.5,572
2020/08/17 04:00:00+00,Middleborough/Lakeville,903,573
2020/08/17 04:00:00+00,Lowell,935,574
2020/08/17 04:00:00+00,Haverhill,703,575
2020/08/17 04:00:00+00,Kingston,662.5,576
2020/08/17 04:00:00+00,Needham,745.5,577
2020/08/17 04:00:00+00,Fitchburg,702,578
2020/08/17 04:00:00+00,Greenbush,406,579
2020/08/17 04:00:00+00,Fairmount,488.5,580
2020/08/18 04:00:00+00,Providence/Stoughton,3166,581
2020/08/18 04:00:00+00,Newburyport/Rockport,1780,582
2020/08/18 04:00:00+00,Framingham/Worcester,1259,583
2020/08/18 04:00:00+00,Franklin/Foxboro,1409,584
2020/08/18 04:00:00+00,Middleborough/Lakeville,971,585
2020/08/18 04:00:00+00,Lowell,894,586
2020/08/18 04:00:00+00,Haverhill,690.5,587
2020/08/18 04:00:00+00,Kingston,781.5,588
2020/08/18 04:00:00+00,Needham,941,589
2020/08/18 04:00:00+00,Fitchburg,711,590
2020/08/18 04:00:00+00,Greenbush,339.5,591
2020/08/18 04:00:00+00,Fairmount,445,592
2020/08/19 04:00:00+00,Providence/Stoughton,3207,593
2020/08/19 04:00:00+00,Newburyport/Rockport,1742,594
2020/08/19 04:00:00+00,Framingham/Worcester,1439,595
2020/08/19 04:00:00+00,Franklin/Foxboro,1394.5,596
2020/08/19 04:00:00+00,Middleborough/Lakeville,1219.5,597
2020/08/19 04:00:00+00,Lowell,869,598
2020/08/19 04:00:00+00,Haverhill,641,599
2020/08/19 04:00:00+00,Kingston,666,600
2020/08/25 04:00:00+00,Greenbush,386,601
2020/08/25 04:00:00+00,Fairmount,465.5,602
2020/08/26 04:00:00+00,Providence/Stoughton,3073.5,603
2020/08/26 04:00:00+00,Newburyport/Rockport,1789,604
2020/08/26 04:00:00+00,Framingham/Worcester,1460.5,605
2020/08/26 04:00:00+00,Franklin/Foxboro,1482,606
2020/08/26 04:00:00+00,Middleborough/Lakeville,870.5,607
2020/08/26 04:00:00+00,Lowell,1032,608
2020/08/26 04:00:00+00,Haverhill,798,609
2020/08/26 04:00:00+00,Kingston,749,610
2020/08/26 04:00:00+00,Needham,750,611
2020/08/26 04:00:00+00,Fitchburg,759,612
2020/08/26 04:00:00+00,Greenbush,355,613
2020/08/26 04:00:00+00,Fairmount,447.5,614
2020/08/27 04:00:00+00,Providence/Stoughton,2965,615
2020/08/27 04:00:00+00,Newburyport/Rockport,1660,616
2020/08/27 04:00:00+00,Framingham/Worcester,1482.5,617
2020/08/27 04:00:00+00,Franklin/Foxboro,1469,618
2020/08/27 04:00:00+00,Middleborough/Lakeville,944,619
2020/08/27 04:00:00+00,Lowell,999,620
2020/08/27 04:00:00+00,Haverhill,778,621
2020/08/27 04:00:00+00,Kingston,751,622
2020/08/27 04:00:00+00,Needham,731,623
2020/08/27 04:00:00+00,Fitchburg,625,624
2020/08/27 04:00:00+00,Greenbush,362,625
2020/08/27 04:00:00+00,Fairmount,459,626
2020/08/28 04:00:00+00,Providence/Stoughton,2549.5,627
2020/08/28 04:00:00+00,Newburyport/Rockport,1767,628
2020/08/28 04:00:00+00,Framingham/Worcester,1388.5,629
2020/08/28 04:00:00+00,Franklin/Foxboro,1390,630
2020/08/28 04:00:00+00,Middleborough/Lakeville,995.5,631
2020/08/28 04:00:00+00,Lowell,836,632
2020/08/28 04:00:00+00,Haverhill,641,633
2020/08/28 04:00:00+00,Kingston,671,634
2020/08/28 04:00:00+00,Needham,740,635
2020/08/28 04:00:00+00,Fitchburg,714,636
2020/08/28 04:00:00+00,Greenbush,338,637
2020/08/28 04:00:00+00,Fairmount,476.5,638
2020/08/31 04:00:00+00,Providence/Stoughton,2606.5,639
2020/08/31 04:00:00+00,Newburyport/Rockport,1834,640
2020/08/31 04:00:00+00,Framingham/Worcester,1150,641
2020/08/31 04:00:00+00,Franklin/Foxboro,1412,642
2020/08/31 04:00:00+00,Middleborough/Lakeville,974.5,643
2020/08/31 04:00:00+00,Lowell,892,644
2020/08/31 04:00:00+00,Haverhill,856,645
2020/08/31 04:00:00+00,Kingston,734,646
2020/08/31 04:00:00+00,Needham,502,647
2020/08/31 04:00:00+00,Fitchburg,737.5,648
2020/08/31 04:00:00+00,Greenbush,345,649
2020/08/31 04:00:00+00,Fairmount,442,650
2020/09/07 04:00:00+00,Framingham/Worcester,1621.5,651
2020/09/07 04:00:00+00,Franklin/Foxboro,1663.5,652
2020/09/07 04:00:00+00,Middleborough/Lakeville,965.5,653
2020/09/07 04:00:00+00,Lowell,999.5,654
2020/09/07 04:00:00+00,Haverhill,753.5,655
2020/09/07 04:00:00+00,Kingston,776.5,656
2020/09/07 04:00:00+00,Needham,579,657
2020/09/07 04:00:00+00,Fitchburg,746.5,658
2020/09/07 04:00:00+00,Greenbush,374,659
2020/09/07 04:00:00+00,Fairmount,374,660
2020/09/08 04:00:00+00,Providence/Stoughton,2872.5,661
2020/09/08 04:00:00+00,Newburyport/Rockport,1741,662
2020/09/08 04:00:00+00,Framingham/Worcester,1678,663
2020/09/08 04:00:00+00,Franklin/Foxboro,1642,664
2020/09/08 04:00:00+00,Middleborough/Lakeville,973,665
2020/09/08 04:00:00+00,Lowell,1022,666
2020/09/08 04:00:00+00,Haverhill,824,667
2020/09/08 04:00:00+00,Kingston,844.5,668
2020/09/08 04:00:00+00,Needham,634,669
2020/09/08 04:00:00+00,Fitchburg,613,670
2020/09/08 04:00:00+00,Greenbush,431,671
2020/09/08 04:00:00+00,Fairmount,382,672
2020/09/09 04:00:00+00,Providence/Stoughton,3068,673
2020/09/09 04:00:00+00,Newburyport/Rockport,1717.5,674
2020/09/09 04:00:00+00,Framingham/Worcester,1990.5,675
2020/09/09 04:00:00+00,Franklin/Foxboro,1625.5,676
2020/09/09 04:00:00+00,Middleborough/Lakeville,1021,677
2020/09/09 04:00:00+00,Lowell,1086.5,678
2020/09/09 04:00:00+00,Haverhill,801.5,679
2020/09/09 04:00:00+00,Kingston,842,680
2020/09/09 04:00:00+00,Needham,788.5,681
2020/09/09 04:00:00+00,Fitchburg,634.5,682
2020/09/09 04:00:00+00,Greenbush,373,683
2020/09/09 04:00:00+00,Fairmount,375.5,684
2020/09/10 04:00:00+00,Providence/Stoughton,3145.5,685
2020/09/10 04:00:00+00,Newburyport/Rockport,1593.5,686
2020/09/10 04:00:00+00,Framingham/Worcester,2038,687
2020/09/10 04:00:00+00,Franklin/Foxboro,1818.5,688
2020/09/10 04:00:00+00,Middleborough/Lakeville,1083,689
2020/09/10 04:00:00+00,Lowell,1045.5,690
2020/09/10 04:00:00+00,Haverhill,706.5,691
2020/09/10 04:00:00+00,Kingston,810,692
2020/09/10 04:00:00+00,Needham,737,693
2020/09/10 04:00:00+00,Fitchburg,645,694
2020/09/10 04:00:00+00,Greenbush,378,695
2020/09/10 04:00:00+00,Fairmount,347,696
2020/09/11 04:00:00+00,Providence/Stoughton,3085,697
2020/09/11 04:00:00+00,Newburyport/Rockport,1697.5,698
2020/09/11 04:00:00+00,Framingham/Worcester,1891,699
2020/09/11 04:00:00+00,Franklin/Foxboro,1708,700
2020/09/17 04:00:00+00,Haverhill,792,701
2020/09/17 04:00:00+00,Kingston,840,702
2020/09/17 04:00:00+00,Needham,760,703
2020/09/17 04:00:00+00,Fitchburg,704,704
2020/09/17 04:00:00+00,Greenbush,452.5,705
2020/09/17 04:00:00+00,Fairmount,370,706
2020/09/18 04:00:00+00,Providence/Stoughton,3442,707
2020/09/18 04:00:00+00,Newburyport/Rockport,1617,708
2020/09/18 04:00:00+00,Framingham/Worcester,2205,709
2020/09/18 04:00:00+00,Franklin/Foxboro,1647,710
2020/09/18 04:00:00+00,Middleborough/Lakeville,1050,711
2020/09/18 04:00:00+00,Lowell,1078,712
2020/09/18 04:00:00+00,Haverhill,760,713
2020/09/18 04:00:00+00,Kingston,777,714
2020/09/18 04:00:00+00,Needham,715,715
2020/09/18 04:00:00+00,Fitchburg,642.5,716
2020/09/18 04:00:00+00,Greenbush,388,717
2020/09/18 04:00:00+00,Fairmount,422,718
2020/09/21 04:00:00+00,Providence/Stoughton,3636,719
2020/09/21 04:00:00+00,Newburyport/Rockport,1661,720
2020/09/21 04:00:00+00,Framingham/Worcester,1725.5,721
2020/09/21 04:00:00+00,Franklin/Foxboro,1505.5,722
2020/09/21 04:00:00+00,Middleborough/Lakeville,1020,723
2020/09/21 04:00:00+00,Lowell,1111,724
2020/09/21 04:00:00+00,Haverhill,746,725
2020/09/21 04:00:00+00,Kingston,734,726
2020/09/21 04:00:00+00,Needham,649,727
2020/09/21 04:00:00+00,Fitchburg,610,728
2020/09/21 04:00:00+00,Greenbush,458,729
2020/09/21 04:00:00+00,Fairmount,429,730
2020/09/22 04:00:00+00,Providence/Stoughton,3370,731
2020/09/22 04:00:00+00,Newburyport/Rockport,1821,732
2020/09/22 04:00:00+00,Framingham/Worcester,1647.5,733
2020/09/22 04:00:00+00,Franklin/Foxboro,1671,734
2020/09/22 04:00:00+00,Middleborough/Lakeville,1219,735
2020/09/22 04:00:00+00,Lowell,1093,736
2020/09/22 04:00:00+00,Haverhill,822,737
2020/09/22 04:00:00+00,Kingston,889.5,738
2020/09/22 04:00:00+00,Needham,702.5,739
2020/09/22 04:00:00+00,Fitchburg,645,740
2020/09/22 04:00:00+00,Greenbush,470,741
2020/09/22 04:00:00+00,Fairmount,402.5,742
2020/09/23 04:00:00+00,Providence/Stoughton,3479.5,743
2020/09/23 04:00:00+00,Newburyport/Rockport,1814.5,744
2020/09/23 04:00:00+00,Framingham/Worcester,1969.5,745
2020/09/23 04:00:00+00,Franklin/Foxboro,1778,746
2020/09/23 04:00:00+00,Middleborough/Lakeville,1152,747
2020/09/23 04:00:00+00,Lowell,1152,748
2020/09/23 04:00:00+00,Haverhill,780,749
2020/09/23 04:00:00+00,Kingston,838,750
2020/09/11 04:00:00+00,Middleborough/Lakeville,1217,751
2020/09/11 04:00:00+00,Lowell,1031.5,752
2020/09/11 04:00:00+00,Haverhill,778,753
2020/09/11 04:00:00+00,Kingston,746,754
2020/09/11 04:00:00+00,Needham,681.5,755
2020/09/11 04:00:00+00,Fitchburg,652.5,756
2020/09/11 04:00:00+00,Greenbush,341,757
2020/09/11 04:00:00+00,Fairmount,385.5,758
2020/09/14 04:00:00+00,Providence/Stoughton,3100.5,759
2020/09/14 04:00:00+00,Newburyport/Rockport,1821,760
2020/09/14 04:00:00+00,Framingham/Worcester,1793,761
2020/09/14 04:00:00+00,Franklin/Foxboro,1576.5,762
2020/09/14 04:00:00+00,Middleborough/Lakeville,948,763
2020/09/14 04:00:00+00,Lowell,1172,764
2020/09/14 04:00:00+00,Haverhill,762,765
2020/09/14 04:00:00+00,Kingston,801,766
2020/09/14 04:00:00+00,Needham,816,767
2020/09/14 04:00:00+00,Fitchburg,652.5,768
2020/09/14 04:00:00+00,Greenbush,363,769
2020/09/14 04:00:00+00,Fairmount,388,770
2020/09/15 04:00:00+00,Providence/Stoughton,3178,771
2020/09/15 04:00:00+00,Newburyport/Rockport,1821,772
2020/09/15 04:00:00+00,Framingham/Worcester,1986,773
2020/09/15 04:00:00+00,Franklin/Foxboro,1858,774
2020/09/15 04:00:00+00,Middleborough/Lakeville,1092,775
2020/09/15 04:00:00+00,Lowell,1123,776
2020/09/15 04:00:00+00,Haverhill,797,777
2020/09/15 04:00:00+00,Kingston,806,778
2020/09/15 04:00:00+00,Needham,727,779
2020/09/15 04:00:00+00,Fitchburg,615.5,780
2020/09/15 04:00:00+00,Greenbush,452,781
2020/09/15 04:00:00+00,Fairmount,365,782
2020/09/16 04:00:00+00,Providence/Stoughton,3377,783
2020/09/16 04:00:00+00,Newburyport/Rockport,1914,784
2020/09/16 04:00:00+00,Framingham/Worcester,2202.5,785
2020/09/16 04:00:00+00,Franklin/Foxboro,1818.5,786
2020/09/16 04:00:00+00,Middleborough/Lakeville,1090,787
2020/09/16 04:00:00+00,Lowell,1143,788
2020/09/16 04:00:00+00,Haverhill,765.5,789
2020/09/16 04:00:00+00,Kingston,906.5,790
2020/09/16 04:00:00+00,Needham,727,791
2020/09/16 04:00:00+00,Fitchburg,593,792
2020/09/16 04:00:00+00,Greenbush,401,793
2020/09/16 04:00:00+00,Fairmount,393,794
2020/09/17 04:00:00+00,Providence/Stoughton,3711.5,795
2020/09/17 04:00:00+00,Newburyport/Rockport,1747,796
2020/09/17 04:00:00+00,Framingham/Worcester,1918.5,797
2020/09/17 04:00:00+00,Franklin/Foxboro,2006.5,798
2020/09/17 04:00:00+00,Middleborough/Lakeville,1110,799
2020/09/17 04:00:00+00,Lowell,1098,800
2020/10/06 04:00:00+00,Providence/Stoughton,3363.5,801
2020/10/06 04:00:00+00,Newburyport/Rockport,2337.5,802
2020/10/06 04:00:00+00,Framingham/Worcester,1727,803
2020/10/06 04:00:00+00,Franklin/Foxboro,1795.5,804
2020/10/06 04:00:00+00,Middleborough/Lakeville,1127,805
2020/10/06 04:00:00+00,Lowell,1260.5,806
2020/10/06 04:00:00+00,Haverhill,858,807
2020/10/06 04:00:00+00,Kingston,878,808
2020/10/06 04:00:00+00,Needham,817,809
2020/10/06 04:00:00+00,Fitchburg,760,810
2020/10/06 04:00:00+00,Greenbush,440,811
2020/10/06 04:00:00+00,Fairmount,438.5,812
2020/10/07 04:00:00+00,Providence/Stoughton,3600.5,813
2020/10/07 04:00:00+00,Newburyport/Rockport,2264.5,814
2020/10/07 04:00:00+00,Framingham/Worcester,1635.5,815
2020/10/07 04:00:00+00,Franklin/Foxboro,1789.5,816
2020/10/07 04:00:00+00,Middleborough/Lakeville,1122,817
2020/10/07 04:00:00+00,Lowell,1249,818
2020/10/07 04:00:00+00,Haverhill,835.5,819
2020/10/07 04:00:00+00,Kingston,838.5,820
2020/10/07 04:00:00+00,Needham,847.5,821
2020/10/07 04:00:00+00,Fitchburg,725.5,822
2020/10/07 04:00:00+00,Greenbush,510,823
2020/10/07 04:00:00+00,Fairmount,438,824
2020/10/08 04:00:00+00,Providence/Stoughton,3410.5,825
2020/10/08 04:00:00+00,Newburyport/Rockport,2337,826
2020/10/08 04:00:00+00,Framingham/Worcester,1469,827
2020/10/08 04:00:00+00,Franklin/Foxboro,1844,828
2020/10/08 04:00:00+00,Middleborough/Lakeville,1304,829
2020/10/08 04:00:00+00,Lowell,1320,830
2020/10/16 04:00:00+00,Middleborough/Lakeville,1084,831
2020/10/08 04:00:00+00,Haverhill,985,832
2020/10/08 04:00:00+00,Kingston,947,833
2020/10/08 04:00:00+00,Needham,706,834
2020/10/08 04:00:00+00,Fitchburg,915,835
2020/10/16 04:00:00+00,Lowell,1056,836
2020/10/08 04:00:00+00,Greenbush,537,837
2020/10/16 04:00:00+00,Haverhill,780,838
2020/10/08 04:00:00+00,Fairmount,434,839
2020/10/16 04:00:00+00,Kingston,720,840
2020/10/09 04:00:00+00,Providence/Stoughton,3686.5,841
2020/10/16 04:00:00+00,Needham,861,842
2020/10/09 04:00:00+00,Newburyport/Rockport,2597,843
2020/10/16 04:00:00+00,Fitchburg,697,844
2020/10/09 04:00:00+00,Framingham/Worcester,1673,845
2020/10/16 04:00:00+00,Greenbush,502,846
2020/10/09 04:00:00+00,Franklin/Foxboro,1784,847
2020/10/16 04:00:00+00,Fairmount,338.5,848
2020/10/09 04:00:00+00,Middleborough/Lakeville,1225.5,849
2020/10/19 04:00:00+00,Providence/Stoughton,3555.5,850
2020/10/09 04:00:00+00,Lowell,1233,851
2020/10/19 04:00:00+00,Newburyport/Rockport,2115.5,852
2020/10/09 04:00:00+00,Haverhill,834,853
2020/10/19 04:00:00+00,Framingham/Worcester,2093.5,854
2020/10/09 04:00:00+00,Kingston,862,855
2020/10/19 04:00:00+00,Franklin/Foxboro,1829,856
2020/10/09 04:00:00+00,Needham,774.5,857
2020/10/19 04:00:00+00,Middleborough/Lakeville,1080,858
2020/10/09 04:00:00+00,Fitchburg,770,859
2020/10/19 04:00:00+00,Lowell,1296,860
2020/10/09 04:00:00+00,Greenbush,498,861
2020/10/19 04:00:00+00,Haverhill,862,862
2020/10/09 04:00:00+00,Fairmount,402,863
2020/10/19 04:00:00+00,Kingston,808,864
2020/10/12 04:00:00+00,Providence/Stoughton,3470.5,865
2020/10/12 04:00:00+00,Newburyport/Rockport,1594.5,866
2020/10/19 04:00:00+00,Needham,905.5,867
2020/10/19 04:00:00+00,Fitchburg,751,868
2020/10/19 04:00:00+00,Greenbush,400,869
2020/10/19 04:00:00+00,Fairmount,355.5,870
2020/10/20 04:00:00+00,Providence/Stoughton,3660,871
2020/10/20 04:00:00+00,Newburyport/Rockport,2240,872
2020/10/20 04:00:00+00,Framingham/Worcester,2016.5,873
2020/10/20 04:00:00+00,Franklin/Foxboro,1966.5,874
2020/10/20 04:00:00+00,Middleborough/Lakeville,1095,875
2020/10/20 04:00:00+00,Lowell,1176,876
2020/10/20 04:00:00+00,Haverhill,950,877
2020/10/20 04:00:00+00,Kingston,920,878
2020/10/20 04:00:00+00,Needham,841.5,879
2020/10/20 04:00:00+00,Fitchburg,741,880
2020/10/20 04:00:00+00,Greenbush,465.5,881
2020/10/20 04:00:00+00,Fairmount,342,882
2020/10/21 04:00:00+00,Providence/Stoughton,3293.5,883
2020/10/21 04:00:00+00,Newburyport/Rockport,2258,884
2020/10/21 04:00:00+00,Framingham/Worcester,2036.5,885
2020/10/21 04:00:00+00,Franklin/Foxboro,1750,886
2020/10/21 04:00:00+00,Middleborough/Lakeville,1119,887
2020/10/21 04:00:00+00,Lowell,1174,888
2020/10/21 04:00:00+00,Haverhill,885,889
2020/10/21 04:00:00+00,Kingston,848.5,890
2020/10/21 04:00:00+00,Needham,818,891
2020/10/21 04:00:00+00,Fitchburg,722,892
2020/10/21 04:00:00+00,Greenbush,518,893
2020/10/21 04:00:00+00,Fairmount,383,894
2020/10/22 04:00:00+00,Providence/Stoughton,3427.5,895
2020/10/22 04:00:00+00,Newburyport/Rockport,2669,896
2020/10/22 04:00:00+00,Framingham/Worcester,2212,897
2020/10/22 04:00:00+00,Franklin/Foxboro,1649.5,898
2020/10/22 04:00:00+00,Middleborough/Lakeville,1136,899
2020/10/22 04:00:00+00,Lowell,1281.5,900
2020/11/03 05:00:00+00,Greenbush,510.88,901
2020/11/03 05:00:00+00,Fairmount,334.8,902
2020/11/04 05:00:00+00,Providence/Stoughton,3843.38,903
2020/11/04 05:00:00+00,Newburyport/Rockport,1879.5,904
2020/11/04 05:00:00+00,Framingham/Worcester,1978.42,905
2020/11/04 05:00:00+00,Franklin/Foxboro,1665.32,906
2020/11/04 05:00:00+00,Middleborough/Lakeville,1531.4,907
2020/11/04 05:00:00+00,Lowell,1372.68,908
2020/11/04 05:00:00+00,Haverhill,1284.64,909
2020/11/04 05:00:00+00,Kingston,946.74,910
2020/11/04 05:00:00+00,Needham,673.94,911
2020/11/04 05:00:00+00,Fitchburg,778.72,912
2020/11/04 05:00:00+00,Greenbush,524.52,913
2020/11/04 05:00:00+00,Fairmount,313.72,914
2020/11/05 05:00:00+00,Providence/Stoughton,4084.56,915
2020/11/05 05:00:00+00,Newburyport/Rockport,2123.5,916
2020/11/05 05:00:00+00,Framingham/Worcester,2059.02,917
2020/11/05 05:00:00+00,Franklin/Foxboro,1521.48,918
2020/11/05 05:00:00+00,Middleborough/Lakeville,1327.42,919
2020/11/05 05:00:00+00,Lowell,1384.46,920
2020/11/05 05:00:00+00,Haverhill,1217.06,921
2020/11/05 05:00:00+00,Kingston,837.62,922
2020/11/05 05:00:00+00,Needham,757.64,923
2020/11/05 05:00:00+00,Fitchburg,788.64,924
2020/11/05 05:00:00+00,Greenbush,567.92,925
2020/11/05 05:00:00+00,Fairmount,395.56,926
2020/11/06 05:00:00+00,Providence/Stoughton,3742.32,927
2020/11/06 05:00:00+00,Newburyport/Rockport,1930.5,928
2020/11/06 05:00:00+00,Framingham/Worcester,2222.08,929
2020/11/06 05:00:00+00,Franklin/Foxboro,1580.38,930
2020/11/06 05:00:00+00,Middleborough/Lakeville,1386.94,931
2020/11/06 05:00:00+00,Lowell,1389.42,932
2020/11/06 05:00:00+00,Haverhill,1190.4,933
2020/11/06 05:00:00+00,Kingston,970.3,934
2020/11/06 05:00:00+00,Needham,747.72,935
2020/11/06 05:00:00+00,Fitchburg,754.54,936
2020/11/06 05:00:00+00,Greenbush,476.78,937
2020/11/06 05:00:00+00,Fairmount,353.4,938
2020/11/09 05:00:00+00,Providence/Stoughton,4162.06,939
2020/11/09 05:00:00+00,Newburyport/Rockport,2095,940
2020/11/09 05:00:00+00,Framingham/Worcester,2112.96,941
2020/11/09 05:00:00+00,Franklin/Foxboro,1536.36,942
2020/11/09 05:00:00+00,Middleborough/Lakeville,1491.72,943
2020/11/09 05:00:00+00,Lowell,1496.68,944
2020/11/09 05:00:00+00,Haverhill,1186.06,945
2020/11/09 05:00:00+00,Kingston,1153.2,946
2020/11/09 05:00:00+00,Needham,764.46,947
2020/11/09 05:00:00+00,Fitchburg,774.38,948
2020/11/09 05:00:00+00,Greenbush,504.68,949
2020/11/09 05:00:00+00,Fairmount,406.72,950
2020/10/12 04:00:00+00,Framingham/Worcester,1508.5,951
2020/10/12 04:00:00+00,Franklin/Foxboro,1749,952
2020/10/12 04:00:00+00,Middleborough/Lakeville,935.5,953
2020/10/12 04:00:00+00,Lowell,825,954
2020/10/12 04:00:00+00,Haverhill,597,955
2020/10/12 04:00:00+00,Kingston,484,956
2020/10/12 04:00:00+00,Needham,830.5,957
2020/10/12 04:00:00+00,Fitchburg,523.5,958
2020/10/12 04:00:00+00,Greenbush,293,959
2020/10/12 04:00:00+00,Fairmount,320.5,960
2020/10/13 04:00:00+00,Providence/Stoughton,3351.5,961
2020/10/13 04:00:00+00,Newburyport/Rockport,1957,962
2020/10/13 04:00:00+00,Framingham/Worcester,1860.5,963
2020/10/13 04:00:00+00,Franklin/Foxboro,1689,964
2020/10/13 04:00:00+00,Middleborough/Lakeville,1125,965
2020/10/13 04:00:00+00,Lowell,1066.5,966
2020/09/23 04:00:00+00,Needham,756.5,967
2020/10/13 04:00:00+00,Haverhill,854,968
2020/10/13 04:00:00+00,Kingston,822,969
2020/10/13 04:00:00+00,Needham,802.5,970
2020/10/13 04:00:00+00,Fitchburg,673,971
2020/10/13 04:00:00+00,Greenbush,574.5,972
2020/10/13 04:00:00+00,Fairmount,336,973
2020/10/14 04:00:00+00,Providence/Stoughton,3420.5,974
2020/10/14 04:00:00+00,Newburyport/Rockport,2201,975
2020/10/14 04:00:00+00,Framingham/Worcester,2182,976
2020/10/14 04:00:00+00,Franklin/Foxboro,1918,977
